User_ID,Description,Browser_Used,Device_Used,Is_Response
id10451,"My stay was -------- – -------- and I must say that your staff is one of the best I have encountered in my many travels. However I must say that I was disappointed in the hotel as a whole. The location is its biggest asset, but the room itself is not what I expected based on the pictures you have displayed on your website. The room was consistently hot no matter how low I adjusted the thermostat, the bathroom was a little outdated (based on what’s advertised on your website), and the cable TV had a distorted picture even after the Engineer tried to fix it. I had an issue with my billing on my room service and had to call several times to get it resolved (never received a call from front desk, they just slid an additional bill under my door) .I’m not trying to make comparisons, but I could have stayed in the Trump Tower for a couple hundred dollars more based on what I paid to stay at the property. They have a nice property, but to advertise it as a Four Star Hotel is misleading. I would have to compare it to a Springhill Suite or Holiday Inn Express just without a Concierge. This is not an attempt to bash the property, but to merely make one aware of how their website portrays an image that lacks just a bit of what is expected.",Mozilla,Tablet,not happy
id10452,"I stayed here for a week on business and felt very welcome. The room was large and comfortable, with a plush and elegant feel. I was initially assigned a room directly above the restaurant, but the staff were very responsive to my request to move and arranged to move all my things while I was out the next day so my new, quieter room was ready for when I returned. 
Staff were almost always very pleasant and made me feel very welcome when passing through the small foyer (which does not really lend itself to any gatherings-meetings beyond an initial meet up). Overall, the standard of service was excellent. 
Food at the hotel's Firefly restaurant, and room service, was generally very good, although prices could have been more reasonable. 
The location is only a hundred metres from Du Pont Circle and the surrounding bars, restaurants and shops. It is within an easy walk of Georgetown (about -- mins) and a little longer walk (about -- mins) to the White House, Washington Monument, Smithsonians and memorials.",Firefox,Tablet,happy
id10453,"This was such a wonderful surprise for my wife and me. We have stayed in about -- different hotels in Boston over the years, inlcuding places like The Four Seasons. The Eliot is just the best of them all. The rooms feel like you are in a comfortable home. The staff beds over backwards trying to fulfill your every need. It is quiet but in a superb location right on Comm Ave in Boston, within walking distance to everything. I not only couldn't recommend this hotel any more highly but my wife and I will return here from now on with every visit we make to Boston. Nice job and thanks for a great trip.",Firefox,Mobile,happy
id10454,We've just came back ftom ny. Rooms are quite comfortable and clean but need a renewal ( at least the bathroom). Wifi is not free (- dollars per hour) and at the reception - lobby there' s a bit of mess due to restructuring works. The aisles are old and 'sad'. It's near time square not at time square.,Firefox,Mobile,not happy
id10455,My husband and I went to Washington DC for the first time. We are so glad we stayed at the Westin City Center. Everything was a short walk or a quick taxi ride away. The staff were greeting and there for us with whatever we needed. We had a couple of personal special circumstances and they were generous and thoughtful. The hotel was clean and well maintained. The heavenly bed and dark curtains made it luxurious to rest and sleep in a little.Thank you Westin!,InternetExplorer,Desktop,happy
id10456,"We went to Detroit for a baseball game ( our team lost to the kitties) the hotel is two blocks from Comerica , which was great . Has a excellent restaurant with a even better bar . Close to the people mover so we could go anywhere in the city with out driving , walking distance from Fox theatre also! Overall the hotel is clean , the staff is friendly and it's in a great location , only down fall was some street noise late at night , sounded like kids racing motorcycles.",Firefox,Desktop,happy
id10457,"I would definitely recommend staying at this hotel. I was in town for a conference and found the staff here to be so friendly and hospitable. From the airport shuttle driver, the concierges, the housekeeping staff, front desk staff and restaurant waitresses, they made my stay very comfortable. A special thanks to Shekal and Tanneshia.",InternetExplorer,Tablet,happy
id10458,"I had sought out a budget-friendly hotel in San Diego that did not cost an arm and a leg. I had heard that this budget hotel is very Marine-friendly, and they are! They offer a free shuttle to the Marine Corps Recruit Depot as well as a free airport shuttle. A basic continental breakfast is included. The rooms are very clean and the management is wonderful. The desk clerk actually sought out my son (Marine graduate) in the lobby and congratulated him and thanked him for serving our country! This is not a luxury hotel by any means, it is a fairly basic motel, but I found it very convenient. People have commented that the neighborhood is not good....it is one of those areas that few would confuse with Beverly Hills, but it seemed safe enough.",Edge,Desktop,not happy
id10459,"This is a very large resort that is sprawled out with different suites. We stayed in the Cambelback suites which is closer to the main lobby and water park. There is a resort fee that is tacked on and we were lucky enough that the water park was opened for the New Years weekend so at least felt we got something out of the resort fee. This resort offers golf, bike rentals, a jogging trail, golf and a spa. There are also a handful of pools to choose from if the water park is closed. The rooms and grounds were kept very clean and the staff is extremely friendly. I agree they could update the tv's but that is not really a complaint for me. The beds are extremely comfortable but do not consider the sofa bed a bed! Very uncomfortable.",Firefox,Tablet,happy
id10460,"I guess the old saying you get what you pay for is true. I did get a reduced rate because I am a Wyndham employee but this hotel is awful. I picked it based on the previous reviews. We stayed two nights only because that is what I budgeted our vacation for. The faucet in the sink was dirty, carpet coming up in the corners, pillows were so flat, some of them even had places that looked like they had gotten hot, Ac was not good the first night, hot all night, the next night was ok. It is not in a good neighborhood, but they do have it gated off and only one way in and out and a security guard, but it looks scary around there. Hardly anything for breakfast.",Edge,Tablet,not happy
id10461,"Stayed at the Fairmont San Jose recently for a conference. It's pricey, but it must be the nicest hotel in downtown San Jose, and the room, food, and service were all top of the line. Really a very nice overall experience -- the conference ran like clockwork, the catering for the conference was akin to a five star restaurant's, and I really really miss that pillowtop mattress and sunken tub. Luxury all the way. The Fairmont made this trip more like a vacation than a business conference. I was wary since I have read some reviews that gave the Fairmont less than stellar ratings on customer service, but I was very impressed. From front desk people, to bussers at the conference meals, to securit when I locked myself out of the room, to room service waiters -- everyone at the Fairmont was helpful and cheerful and super friendly.",Firefox,Desktop,happy
id10462,"The location of this hotel is great if you need to be in downtown Denver. If you have a car, the parking is quite expensive. Also no free wi-fi. :( The service is generally very good and the staff is friendly; however one day they did not clean our room until very, very late. The manager did call to apologize. The bar at the top floor has a nice view. Go there for a drink or two. We have stayed here twice and would stay again.",Mozilla,Mobile,happy
id10463,"Ok...so we decided to stay here again. After all, the location is excellent and it was one of the best priced Marriott properties in the area. We are Marriott Rewards members and always try to seek out their properties when it is time to book a vacation.
This time we decided to book a corner room because from seeing photos, they have a better layout and far better kitchen-area seating. Plus you have more windows. We ended up in one on the --th floor with a view up -th Avenue where you could see the beginning of Central Park. Plus, we had a partial view of the Chrysler Building.
I'll start with what is good about this hotel. First of all, the front desk staff is very efficient, helpful and friendly. The free breakfast is quite adequate---decent food if nothing to write home about. Also, the maids who cleaned our room during the course of the week did a great job. It also appears that the bed sheets have improved---they are a much higher thread count than what was there previously.
So...how is it slipping? The furniture is starting to get shabby. The hotel is only - years old but hotel furnishings seem to take a real beating. The granite countertop on the kitchen table had some indelible stains. However, what really got to us is this --- everyday the towels and wash cloths smelled unclean and were dingy. Plus some were even ripped or looked flea-bitten. This was very off-putting. Also, the hot water tended to go out from time to time. During peak times when many are showering, it is understandable. However, when it's a time of day when most people are out, it's really inexcusable. Speaking of the plumbing---the toilet often had to be flushed twice---not good!
We never experienced these issues during our last stay two years ago. What's up with that? Is the hotel cutting corners when it comes to properly laundering the towels? Are the plumbing problems being worked on?
Would we stay here again? The verdict is still out on that one. What I'm going to do is closely monitor the reviews here to see if things improve. If they have, we certainly would stay again.",Mozilla Firefox,Tablet,not happy
id10464,"The hotel is very """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""compact"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" (very small lobby) but from what I hear most DC hotels are like that. The room was nice, bed comfortable; only complaint was that the air in the room was REALLY dry and the fixtures are a little run down. The staff were very nice and helpful and MADE the stay for my daughter and I. 
Also, we were originally booked at the Rouge on a Snique Away sale but arrived at --:--AM and there were no rooms left so we were put in a taxi and taken to the Helix, room paid for by the Rouge. Definitely not ideal but I guess these things happen and the situation was handled promptly.",Google Chrome,Mobile,not happy
id10465,"When I first entered my room at the Blake, located conveniently near - El stops, I was pleasantly surprised to see a lovely, large room with a marble BR. Oops, when getting ready for long, leisurely hot tub bath, I noticed that the tub was missing!! 
I called the desk and asked about getting a room with a tub and they said--no tubs in the hotel, except on the first floor. I had only one choice of room--over the dumpsters on the first floor. At -:--am each morning I had close encounters with the smash, banging, clanging, even on Saturday. 
As I was paying full room price, I asked if it was possible to get a complimentary continental breakfast each AM. No, was the response, we don't do that. For $--, I had to battle with room service to give me both coffee and OJ on the continental. """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""You have choice of only one"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". The pastries were delicious, though.
Also, I must say that housekeeping was superb, kind and accomodating. Front desk staff need to work on their smiles.",Google Chrome,Tablet,not happy
id10466,"We stayed at the hotel for - days, when we first arrived the man at the front desk was very rude. We had been looking forward to this trip for months and had researched the hotel prior to our stay. When my fiancé asked the man about the free breakfast buffet we had read about online he informed us that if we wanted the buffet we would have to pay $--.-- a day per person to get it. So the next morning we ended up skipping breakfast. My fiancé asked a different front desk attendant about the breakfast buffet they let him know that it was free and didn't understand why the other man had told us we would be charged. The location is ok, it costs about $- for a taxi downtown. We were switched rooms, and neither of our rooms had a refrigerator which was hard since we were staying there for a full week and couldn't keep any leftovers. Overall, I'm surprised this hotel is a Marriott. All other Marriott's I have been to have been a lot nicer! Its an ok place to stay, and the view of the lake is nice if you are on one of the higher floors.",Mozilla,Tablet,not happy
id10467,"Paid $--- for one night at this hotel this week. Upon arrival was warmly greeted by the reception and portering staff which was a plus.
Unfortunatey the hotel couldn't offer me an overnight laundry or pressing service which was disappointing. Although there was an iron and board in the room so I made the most of what I had.
I was in room ---. A nice room reasonably sized with great view over the water and looking out upon the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""New Jersey"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" moored up opposite. The large king size bed was very comfortable. The internet help desk staff and room service staff were polite and helpful. The bathroom was lovely. Clean, new shower curtain and shower head, big mirror plus magnified shaving mirror etc. These were the plus points.
The decor in the room was a little """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""tired"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". Paintwork was yellowing with age.
On a down side room --- was an adjoining room. The room it adjoined was occupied at the time of my stay. The door was locked in between but the noise was clearly audible. I heard them arrive back from dinner, use the bathroom, turn on the tv, talk to each other etc etc. 
In addition the door onto the corridor was close to the neighbouring rooms and I could hear them come and go too. This room is convenient for the lift being just around the corner but also able to clearly hear conversations of people getting in-out of the lift saying good bye to friends etc.
I was staying at this hotel for one night only and so didn't ask to swap rooms. Also the noise did not become apparent until mid way through the evening. It got a little quieter later in the night but I could have done with a long restful sleep in preparation for my transatlantic flight the next day. 
All in all a disappointing stay in what could have been a great hotel. Soundproofing around the doors would have helped.",Google Chrome,Desktop,not happy
id10468,"Was terribly disappointed with the room set up. Imagine traveling for business and there is no desk in your room. Also, the internet hookup required me to go to reception and request a special piece of equipment which I would be charged for ($---) should I not personally return it.",Mozilla Firefox,Mobile,not happy
id10469,"This was for a quick getaway to get away from the rainy weather in WA and get some sun and shopping in. We stayed - nights on a buy - get - free deal from Vacations to Go. Great Deal as always when it comes to Embassy Suites. Typical room for them included a sitting area with hideaway bed couch, desk and bar area with sink. Micro and fridge are great for an extended stay. Bathroom is seperate from the bedroom so the setup is great for families. The service here was better than the average Embassy Suites. The wait staff learned our names and really made us feel welcome. Right next to an outdoor mall, restaurants, and movie make the location good also.",Mozilla Firefox,Mobile,not happy
id10470,"In the past year I've had the opportunity to stay at the New Yorker on several repeat trips . We had a couple of great rooms that stood out from the average room too for the same rate . No problems with any room other than one needed a few touchups and had a slow sink. That was the worst thing I can say . The location is ideal for getting around Manhattan . Penn Station , Macys , Post Office , Fashion District all close by and the walk to Broadway is easily done. One night when other family was busy I walked there and back in about -- minutes to grab an item I saw in a shop earlier.
The staff at the front desk of the New Yorker is excellent ,so willing to help and the restaurants are both fine even though quite different in decor.
 We dined at the Tic Tock many times over the trips and Coopers a couple times when we wanted some atmosphere . Never an issue , and the smiling staff members made our day.
Our rooms have always been clean and neat , well decorated . Housekeeping superb , never saw a bug , people aways cleaning during the day . It clearly shows they care .
My daughter lived there for part of her schooling and it gave my wife a secure feeling because the staff was so helpful. 
The place has chram and character . Love the history of the place too.
On any future trip to NYC it will be the first place I'd consider for a night or a week.",Firefox,Mobile,happy
id10471,"We have just returned from spending - nights at the Omni. We were greeted with smiles and a friendly helpful staff.The lobby is inviting and warmly decorated with an elegant charm. 
 Bring your appetite because the food is not only delicious but the portions are very generous. 
The rooms are quiet, clean, the beds very comfortable, and the complimentary robes are a nice touch.
The Hotel couldn't be more conveniently located. We spent - days walking everywhere. It is within walking distance of many of Boston's great attractions, shopping, dining and entertainment. We would not hesitate to recommend this hotel and look forward to staying here again.",Firefox,Desktop,happy
id10472,We had a GREAT time because of the Hotel and their Staff! They were ALWAYS available to answer ANY and ALL questions we had! The rooms were clean and comfortable. We would HIGHLY recommend this Hotel and will be back next year!!,Chrome,Tablet,happy
id10473,"So, where to start. My party ended up in a single room at the Sheraton for Otakon ----, a local Japanese animation convention. Beyond the great location, the front desk hotel staff were great. The check in was efficient, quick, and very well taken care of despite the masses of people there. We arrived at -:--, we had our car taken care of and we were in our room at -:--. The valet was pretty inexpensive ($-- for three nights of parking, though it may have been per night but I'm not sure as they only charged us $--). Further, their platinum club lounge (as the one who booked the room was a platinum club member) was superb. The food was great, the people were wonderful. Finally, their bag check was efficient, well run, and very good. 
On the other hand, there were many many issues. First and foremost, our bathroom flooded. It happens. They were quick in fixing it but it's still an issue. They also forgot our towels one day, though they did deliver new ones upon being told. Their website was also very inaccurate as it advertised free wireless internet in the common areas despite there being no such service. On top of that, they lacked a book of amenities in the room and did not provide one; being hungry at - AM and wishing for room service or some sort of map, we were unable to procure one. The website was also very unhelpful, lacking hours and locations of things. Finally, it seemed that getting a card remagnitized without all four cards there would reset all cards and prevent them from working, meaning that by the end of the trip, we had only a single working card and no real means of obtaining new working ones. 
The neutral in this case was the room situation. We had - people in a room, one of which did not wish to share the bed and as he was paying, one had to sleep on the floor, me. As such, while I cannot attest to the comfort of the beds, they seemed nice. The room was of adequate size as well, though it lacked a refrigerator which was not good.",Firefox,Tablet,not happy
id10474,"Arrived late on December --th and was greeted kindly and hospitably by older women in very nice office,,,,Went to the room to settle in an found bathroom cabinets all wood rotted and fixtures corroded. Mattresses had a coating of dirt. We slept on top of the bed and left abruptly in the morning without even showering. It was shocking. The smoke detectors didn't work either. No coffee pot or hair dryer as promised. Terrible experience...",Edge,Mobile,not happy
id10475,"We have stayed at the hotel Palomar as our -th hotel on our trip through the US. What a design hotel the Palomar is - a true gem! Although there is still some work going on, had absolutely no problem with it. When we complained about some minor deficiencies in the bathroom we were moved to another ultra design room (we could choose) of a size we have never experienced before (even the Bellagio in Las Vegas was smaller). The Palomar is and will become a top boutique hotel (once their advertised rooms with whirlpool etc are finalized). Our compliments to the designer! The staff is very attentive and accomodating. 
We'll be back.",Google Chrome,Tablet,happy
id10476,We stayed at this hotel based on the new renovations and the reviews on this site. As a frequent traveler - I take a very long time checking out facilities and reading reviews. One thing I DO NOT DO is google the address and do a crime check of the area. I will be doing this in the future. A hotel can be beautiful and serve a great breakfast however when you park your vehicle - parking spots from the front door and you walk out to leave and your car is gone - SHOCKED! It had been stolen at -:-- that morning based on the security tape from the hotel. The hotel informed us that they have one security person from -- pm to - am. Check the crime in this area and they should have a police officer on site for the safety of their customers. I am ashamed that I put my family at such a great risk and will continue to work on finding a way in which hotels can alert potential customers of the crime in the area. Any suggestions towards this would be helpful. Please DO NOT STAY HERE DUE TO THE CRIME RATE.,Mozilla,Desktop,not happy
id10477,I have made it my home while in the DC area two times now and will continue to do so. Love the atmosphere and the staff. They make you feel more like family then guests.,Edge,Tablet,happy
id10478,"I had a business meeting in NYC and took my family to mix vacation with business. Stayed in various hotels in NYC, but this was our first time at the Hilton. We had two connecting rooms on the --th floor. First of all the rooms were very spacious for NYC. On our last trip to NYC we stayed at the Sheraton Towers and the rooms were very small so we were very pleased with the size of these rooms. Second, we were very pleased with the housekeeping staff. The rooms were very clean and housekeeping did a great job everyday. The hotel is within walking distance of many restaurants and very close to several different subway lines. The concierge has typewritten subway directions to many popular destinations which we found very helpful One small problem, the hotel restaurant has a grade of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""B"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" which according to a NYC local is very bad since it seems that most every restaurant in the city has an """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""A"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". We avoided the restaurant just in case. Also, the hotel has a huge lobby with very few chairs. Several times we wanted to stop in the lobby and talk to friends but there is no place to sit. Overall though a very good and clean hotel and a great location.",Google Chrome,Desktop,happy
id10479,"Stayed here on our first night to LA and it was awesome, the rooms were excellent we were pleasantly surprised about the whole hotel. The facilities that the hotel offers were excellent and so were the staff. The breakfast was a ---- but you cant have everything (especially when it was complementary). Will give this advice to anyone staying in LA bring or rent a sat nav because you will be lost with out it!",Edge,Mobile,happy
id10480,"It may say """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Westin"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" on the sign but no one who works here got the memo. Nor did anyone who works here pass Basic Hotel Keeping --- - things like covering food on a room service tray when you bring the tray upstairs, replacing broken light bulbs, placing toiletries in a bathroom, cleaning the bathroom...It was the total lack of cleanliness even on the high floors that did me in. It was the worst experience I've ever had in the Starwood hotel family. Starwood should either gut this one or ditch it.",Mozilla Firefox,Tablet,not happy
id10481,"I tried to make reservations at the French Quarters Guest Apartments. I explained that I was coming to town for my grandmother's funeral and that my husband lost his dad - weeks ago. We asked if they could do better on the rate due to the circumstances of our trip. They were very accommodating at first, then when I mentioned that we were going to go see a show the manager, Colin called me up to tell me that he felt duped and suggested I find another place to stay, that I was no longer welcomed at the French Quarters Guest Apartments. I was stunned. After all I just lost my grandmother and explained that I did not dupe him that I was coming in for a funeral and that after everything my husband and I had been through in the last - weeks,we wanted a night to ourselves in the city. I hung up the phone in tears.",Edge,Mobile,not happy
id10482,"Smooth checkin - got in early. Very close to --th street mall and various eating locations. Nice room-comfortable. Not impressed with housekeeping, got back at -.--pm one evening to find our room still hadn't been made up - we made a call to the front desk and someone came up and cleaned our room. We didn't receive a phone call the next day from the head housekeeper to apologise which was nice. Great location for downtown, parking is expensive though.",Mozilla Firefox,Tablet,happy
id10483,"A great place to enjoy the trendy and busy life in the Meatpacking District. The hotel has a intimate pool on the roof with great views, although it becomes a too crowded area at night.
Comfortable, but expensive rooms ( rather small). You are close to excellent shops and restaurants. A special touch in New York.",Firefox,Tablet,happy
id10484,"We have stayed at this Hyatt Place in the past, and it was a wonderful place to stay. However, on this trip, all of that had changed. Our assigned room was on the -th floor. The room smelled so bad, that it literally gagged us when we entered. The manager assigned us another room on the -th floor, and while not as bad as the first, it too had a very unpleasant smell. I asked the clerk if they had had any problems with the airconditioning, ducts, etc., and he admitted that they had had a serious water leak a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""few weeks ago."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" I tried one more time with a room on the -nd floor and gave up. All of these rooms (and the entire -th floor, even in the halls) smelled moldy and fishy. The rooms were clammy, and the air conditioning system did not seem to be working properly. Additionally, only one elevator was working. That is the only elevator they will need if they do not correct this problem. I believe they have a serious water leak problem, and eventually, mold will be throughout the hotel. the staff was very nice and understanding. They did not bill me for the room when I checked out - hours later. Too bad. I really liked this Hyatt and its location on the River Walk (away from center and loud portion of the River).",Firefox,Desktop,not happy
id10485,"I stayed here on a Friday night before an early Sat AM flight. I was flying by myself and price-lined this place for a song. It was a very basic, no-frills hotel. The rooms could use a little updating and the carpet had a few tears, but it was nice and clean. As others have said, the full-wall width mirrors are a little weird, as are the TVs mounted on top of a closet-type cabinet. I guess there was a pool and a fitness room, but I didn't use either. I was surprised they put me in a double-queen room when I was by myself. The bed was comfortable and clean, as was the bathroom. It was VERY quiet (a pleasant surprise). I checked in fairly late (-- pm) and the night clerk was friendly and efficient. Parking was a little difficult (crowded), but I found a spot. I did the 'park and fly' thing - there was NO extra charge. The breakfast left a bit to be desired, but for what I paid, it wasn't bad. I parked for - days and simply called when I came back into town and the shuttle picked me up within -- minutes. I will DEFINITELY do this again to save on the stress of driving and parking the morning of an early flight. For less than the cost of parking at DIA for - days, I got a night at a hotel AND parking. I was happy - as I said; I'll do this again when I have to get to Denver early for a flight out of town.",IE,Tablet,happy
id10486,"This was a comfortable place for my Mom and I to stay the night we arrived in North Carolina. It was a fairly quick drive from the Airport and easy to find. The rooms were basic but the beds were fine, the rooms were clean, and it had an in-room coffee maker. The hotel has a continental breakfast that includes make-your-own waffles, but we ate both dinner and breakfast across the street at Cracker Barrel. We don't have a CB in AK, so it was a treat to go there. The are the hotel is in is fairly quiet. Accessing the freeway was easy the next day when we headed up to Marion. Warning if you're driving- use a GPS. The roads in North Carolina aren't marked all that well as far as assisting you to your destination. When we were driving back to Charlotte from Marion, I didn't see a single sign on any highway that said """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Charlotte X Miles"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" until we were - miles outside of Charlotte. Without a GPS, I would have been clueless.",Edge,Desktop,not happy
id10487,"My husband and I stayed at the Allegro as my brother's wedding reception was here, and let me just say....both the service and the reception (and everything it encompassed) were ABSOLUTELY beautiful! Check-in was a piece of pie, and they were able to get my entire family checked in early, which was a HUGE bonus. They have a very nice lobby-lounge where they have complimentary drinks all day (and wine in the evening). We were all upgraded to suites and the rooms were magnificent and the beds are probably THE most comfortable I've ever slept in! The decor is very modern and sleek. I have to say that one of the manager's (Iris) is so friendly and accommodating - you cannot go wrong if you are lucky enough to get to work with her on anything you might need. 
I'm also a photographer and often shoot in hotel rooms, so after staying here for the wedding I thought this would be an absolute PERFECT hotel to shoot at; I booked my room for a few weekends later, and once again, it was a perfect stay, the the perfect place to shoot!! I will absolutely be back again, and again to stay at this magnificent hotel!",Internet Explorer,Desktop,happy
id10488,"The room we stayed in was very small infact it was almost impossible to get undressed in the bathroom but the room was very clean and that was more important to us. Location, WELL you could not get better. Half a block to Magnificent mile and about five blocks from Navy Pier. The staff there could not be beat, so helpful and all kinds of knowledge. (Vic you are my hero). Just outside on either corner there is a ---- and a Dunkin Donut mmmmmmmmmmmm. The roof top on the --nd floor was good and a great place to meet people from all over.",Google Chrome,Tablet,happy
id10489,Such a great hotel near Central Park. They always upgrade me without asking (for Starwood status) and the suites have amazing views. Both Norma's and the Burger Joint offer top food and even the room service is great. Definitely one of my favorites in New York,Edge,Mobile,happy
id10490,"OK, so its reasonably priced for a central location. However, our room was very shabby and dark. A light fitting had fallen apart revealing bare wires, the sheets and carpet were stained and torn, and the curtains were disgusting. The room was also noisy, being close to the main road (Van Ness), and the elevator is a museum piece.
There is no restaurant on-site, and the cafe (part of the same building but separately owned) had closed down, though the receptionist still recommended it!! 
I definitely would NOT come here for a special occasion, and I wouldn't stay there again with my family, but for a cheap back-packers place its OK.
The following night we stayed at the La Quinta near the airport - it was cheaper and far nicer, but out of town!",Firefox,Desktop,not happy
id10491,"Have stayed at this hotel a lot for Indy --- events. Was previously a Holiday Inn with an indoor aquatic facility as its main attraction. It was excellent this time. Room was fine, staff was attentive and very friendly. Maintenance responded to a problem I had with the TV within - minutes and had it corrected. Parking is plentiful and it is near major interstate roads. Have no complaints whatsoever. A-C worked well, room was quiet, etc.",Mozilla,Mobile,happy
id10492,"I am now officially WAY over staying in the midtown area in NYC and I think the Upper East Side may be my preferred locale. It's QUIET and you can actually walk the streets at a relatively leisurely pace. The Hotel Wales is in a great spot, --nd and Madison Ave. Near the park and the subway, walking distance to the Met and the Guggenheim. The rooms are quite small. I've stayed in twin rooms twice and they both have been pretty tiny. But for Manhattan, fairly standard., I think The staff seem particularly cheerful, which I think is always a good sign. The only weirdness is that in both rooms, the only mirror is in the bathroom. A small thing but kind of a hassle and so easily fixed!",IE,Desktop,happy
id10493,"Fantastic hotel in a great location. Staff were friendly and the room faultless.
Thanks to everybody at the Taj.",Firefox,Mobile,happy
id10494,"The Marriott Courtyard Tremont Hotel is not a bad choice - as long as you don't want to sleep or you're deaf. 
The rooms (I had two) were nothing special but ok, both equipped with modern furniture, flat screen TV and internet access, cleanliness was also ok. The breakfast could be better but is fair.
So far so good but the building has an immense problem with noise exposure. The rooms are extrem clairaudient. You can hear every word you neighbour say (and not even that), every door that falls into the latch, everyone that passes by on the hallway. If you're unlucky and you get a room nearby the elevator be glad on every """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""bing"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" when the door opens. 
But the worst thing is the noise that comes from outside. The hotel is located on a major street in the theater district, surrounded by theaters, discos and cinemas. There are a lot of people in the street the whole night, there's always heavy traffic and hooting seems to be mandatory while driving on Bostons roads. There must be also a hospital in the area, expect to hear ambulances with sirens all night long. And if that wouldn't be even enough, the hotel porter requests taxis by blowing a whistle regardless what time it is, even in the early morning hours- that is --- when you try to sleep after an intercontinental flight. 
I guess there are better and mainly quiter places in downtown Boston. If this hotel is your choise be sure to have ear protection with you. Demand for a room located on the back side and preferable at the end of the hallway.",Mozilla,Mobile,not happy
id10495,"The only reason to stay here is if you don't know any better--but now you'll have no excuse. Our check-in experience was terrible; -- minute wait.
Tiny room with random, tired furniture.
No hot water--warm only.
Extreme traffic noise on --th floor. 
Exercise room small, unkempt, poorly equipped.
Public spaces were small, crowded, unwelcoming.",Mozilla,Mobile,not happy
id10496,"We stayed at Morgans for three night and we can really recommend it. If you like shopping it's a walking distance to great stores. The included breakfast is a big plus of course.
The minus is that they don't offer free WI-FI and be careful using their cab service. They tried to charge us -- USD for taking us to New Ark airport (taking a yellow cab is about -- USD on a flat rate).",Mozilla,Desktop,happy
id10497,"We had to stay here for almost - weeks while my wife recovered from surgey at a nearby hospital. The sales manager worked with me on a long stay rate and I can say that I am very satisfied with the hotel property and the staff. All of the staff was friendly and accomodating. The shuttle ride from the airport had complimentary water. The hotel has free cookies and newspaper every day. I liked the library in the lobby that allows you to check out and read books. Every morning there was a hot breakfast with eggs bacon or sausage and fruits.
There was an evening reception Mon-Thursday with free beer wine and hot snacks.
There is really not much more you can ask for.
You easily walk to a Pizza place, Thai, Outback, Liquor store and a Mexican restraunt
Excellent stay and the pool and hottub was nice for my daughter.",InternetExplorer,Mobile,happy
id10498,"My son and I stayed here over spring break. I got a room here at a very good price - almost as low as the cost of a nearby hostel. The room was very clean. I read a few reviews that said the rooms were small, but considering the size of an apartment in NYC, I didn't think it was that small. We had two double beds, and if we had been traveling with a third person, we probably could have squeezed in a rollaway bed. The bathroom was very clean and looked like it had been recently updated. 
A couple of cons - there was no screen on the window. We were on the --th floor and the window opened all the way, but there was no screen or any other safety feature. The bottom of the window is about -.- feet off the floor, so I kept having panic thoughts of my son (who was -- YEARS old at the time) tripping and falling out the window...a little paranoia there. lol However, I would not recommend this for someone traveling with a small child. Also, I could have sworn the rooms were advertised as having air conditioning. This one did not. I'm guessing they put window units in during the summer, but since it was still March, they hadn't put them in yet (it was unseasonably warm while we were there). That's just my guess, anyway.
The other thing that was a little odd was that the door lock looked like it had been broken before. I suppose if someone is really paraniod, this might be an issue. However, they have someone at the front desk -- hours a day. As a matter of fact, when you go out, they ask that you give them your room key and they will give it back when you return. Unheard of in this day, but it was kind of cool because you get to know the front desk people and they get to know you. They will ask for ID if they don't recognize you, but otherwise, they'll just give you your key. Again, I suppose if someone is super paranoid, this might be an issue, but I felt very safe there - more safe than staying at a motel with outside entry in the middle of nowhere. 
Also, if you're not used to sleeping in a noisy city, I would recommend bringing ear plugs. The windows are super thin and you can hear traffic and people ALL NIGHT - it is only a couple of blocks from Time Square, so be prepared for traffic noise. I actually slept with a white noise track on my MP- player all night, and as soon as I dozed off, I didn't notice the noise anymore.
Aside from these small issues, I thought it was a great place, and I would definitely recommend it. They have a couple of nice lobby areas, one of which has a couple of dining tables, as well as a room with large lockers for rent for $-. That was great for us because we checked out at --am, but our flight didn't leave until -pm, so we locked up our luggage, went out to see a few more sights, came back and watched TV in the lobby for a while, then left.
This is a super deal in a great location, and I would highly recommend it.",Firefox,Desktop,happy
